location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,median,shape_log_normal,horizon,target_end_date,zero_baseline,quantile,value,target,forecaster_id,board_name,submission_date
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,84123,0.23,1,2020-10-31T00:00:00Z,FALSE,0.95,122804.830067346,1 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,84123,0.23,1,2020-10-31T00:00:00Z,FALSE,0.975,132035.619381045,1 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,84123,0.23,1,2020-10-31T00:00:00Z,FALSE,0.99,143644.288466119,1 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.01,57516.0344375588,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.025,63033.0846100689,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.05,68199.5066181394,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.1,74683.7734638865,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.15,79403.4953916937,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.2,83366.4065309173,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.25,86923.4894113556,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.3,90247.0228670321,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.35,93440.102928064,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.4,96574.4256592398,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.45,99706.9516794249,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.5,102889,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.55,106172.600231891,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.6,109616.456414175,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.65,113293.393192748,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.7,117301.889687789,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.75,121786.946114212,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.8,126983.358903373,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.85,133320.910732948,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.9,141746.270039756,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.95,155223.209755367,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.975,167945.87138623,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,102889,0.25,2,2020-11-07T00:00:00Z,FALSE,0.99,184055.566843584,2 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.01,62104.3174829805,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.025,68562.0490891041,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.05,74650.6295960752,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.1,82344.4051563772,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.15,87978.4960928964,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.2,92729.9684089887,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.25,97010.304483172,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.3,101022.301436411,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.35,104887.978715318,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.4,108692.8179093,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.45,112505.360966936,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.5,116388,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.55,120404.631633341,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.6,124627.981908646,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.65,129148.894944066,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.7,134090.852726482,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.75,139636.36766391,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.8,146081.863031099,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.85,153971.335560188,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.9,164506.216521633,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.95,181460.847916442,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.975,197575.287261255,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,116388,0.27,3,2020-11-14T00:00:00Z,FALSE,0.99,218119.562262516,3 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.01,62005.8242964188,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.025,69209.8703624735,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.05,76071.7211804633,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.1,84831.5235288419,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.15,91304.7366446131,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.2,96799.9340555692,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.25,101777.164132228,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.3,106464.599336684,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.35,111000.703950407,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.4,115483.602729014,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.45,119993.104550699,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.5,124603,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.55,129389.998426451,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.6,134442.529000693,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.65,139872.154467927,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.7,145831.64456291,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.75,152548.046915798,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.8,160391.716796906,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.85,170044.930630836,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.9,183020.497135376,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.95,204095.652997889,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.975,224330.829225456,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:09:33.355927Z,44,TRUE,124603,0.3,4,2020-11-21T00:00:00Z,FALSE,0.99,250394.342550441,4 wk ahead inc case,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.01,203.353913800158,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.025,216.422635115568,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.05,228.332271859573,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.1,242.878969468424,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.15,253.213584769991,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.2,261.739937978134,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.25,269.283239296057,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.3,276.24245223004,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.35,282.851645144226,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.4,289.269277352244,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.45,295.616967730526,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.5,302,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.55,308.520856228857,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.6,315.291000948368,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.65,322.444650988312,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.7,330.159246935914,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.75,338.691707060639,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.8,348.452745517268,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.85,360.186046427351,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.9,375.512133469659,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.95,399.435433533861,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.975,421.416179279482,1 wk ahead inc death,515822,seabbs,2020-10-26
GM,Germany,incident,quantile,2020-10-25T00:00:00Z,2020-10-25T17:10:45.610553Z,44,TRUE,302,0.17,1,2020-10-31T00:00:00Z,FALSE,0.99,448.498867298069,1 wk ahead inc death,515822,seabbs,2020-10-26
