target,target_end_date,location,type,quantile,value,location_name,forecast_date,target_type,board_name,submission_date,horizon
3 wk ahead inc death,2021-02-06,GM,quantile,0.8,7342.67716380687,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,GM,quantile,0.85,7634.51736435424,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,GM,quantile,0.9,8018.01802366943,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,GM,quantile,0.95,8621.70806359258,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,GM,quantile,0.975,9181.65848908099,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,GM,quantile,0.99,9878.3055194213,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
4 wk ahead inc death,2021-02-13,GM,quantile,0.01,3434.43042117975,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.025,3766.53720368297,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.05,4076.2830309286,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.1,4463.38497115934,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.15,4744.03897839665,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.2,4979.00192774472,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.25,5189.38884182931,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.3,5385.53804932423,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.35,5573.61494939945,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.4,5757.88673839358,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.45,5941.72298363599,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.5,6128.13857142857,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.55,6320.16915669792,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.6,6521.21916367402,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.65,6735.49165605865,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.7,6968.64995625665,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.75,7229.01072455549,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.8,7530.01389592817,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.85,7896.21890112151,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.9,8381.63139797361,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.95,9154.9742714588,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.975,9881.88470702767,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,GM,quantile,0.99,10798.4526965325,Germany,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
1 wk ahead inc case,2021-01-23,PL,quantile,0.01,42547.860596458,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.025,44358.537712606,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.05,45981.5417288382,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.1,47931.645212474,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.15,49297.0313327416,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.2,50411.7366947884,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.25,51389.4564781041,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.3,52284.6995795311,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.35,53129.1112290969,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.4,53943.813021274,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.45,54744.7175730182,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.5,55545.2957142857,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.55,56358.34968275,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.6,57197.4925084912,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.65,58078.8063574901,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.7,59023.2408958565,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.75,60060.7991296257,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.8,61239.0529434802,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.85,62643.5717029602,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.9,64459.6463026597,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.95,67255.0934016456,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.975,69784.2021469771,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc case,2021-01-23,PL,quantile,0.99,72852.5747277589,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
2 wk ahead inc case,2021-01-30,PL,quantile,0.01,36466.8836306766,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.025,38769.2611644778,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.05,40875.3223407405,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.1,43458.113738043,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.15,45300.085360589,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.2,46824.2091457431,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.25,48175.9761515664,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.3,49425.8884037029,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.35,50615.4423323077,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.4,51772.8599070243,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.45,52919.9361247536,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.5,54075.68,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.55,55258.7422593432,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.6,56489.5599945091,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.65,57792.8969486816,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.7,59201.6537831977,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.75,60763.6485510153,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.8,62555.554775662,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.85,64716.5742438735,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.9,67550.8661307293,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.95,72001.1048724953,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.975,76117.7806347065,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc case,2021-01-30,PL,quantile,0.99,81226.2417095304,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
3 wk ahead inc case,2021-02-06,PL,quantile,0.01,31200.1459192662,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.025,33817.572789261,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.05,36266.1224336842,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.1,39338.5236069791,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.15,41575.7897024027,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.2,43455.6412496178,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.25,45144.394850335,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.3,46723.7219548893,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.35,48242.5642999569,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.4,49735.0430468695,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.45,51228.3660515246,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.5,52747.1571428571,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.55,54316.5006405882,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.6,55964.8257181102,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.65,57727.5364078959,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.7,59652.6635583391,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.75,61811.1226356639,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.8,64318.0361158015,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.85,67384.6741347277,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.9,71477.8048332541,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.95,78065.1001672032,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.975,84330.5079089224,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc case,2021-02-06,PL,quantile,0.99,92330.9091744986,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
4 wk ahead inc case,2021-02-13,PL,quantile,0.01,26515.8218249161,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.025,29412.0938732542,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.05,32187.9049953919,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.1,35758.6936685957,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.15,38418.4926871534,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.2,40691.2095822571,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.25,42761.7668173106,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.3,44722.4707853963,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.35,46629.9150318651,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.4,48524.8083286365,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.45,50440.8960863652,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.5,52410.04,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.55,54466.0365310534,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.6,56648.5273144384,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.65,59008.2248661289,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.7,61615.3349563834,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.75,64575.123661759,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.8,68060.6347213322,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.85,72393.1048589178,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.9,78291.0848758043,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.95,88051.7655040145,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.975,97632.6727081005,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc case,2021-02-13,PL,quantile,0.99,110271.493357344,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
1 wk ahead inc death,2021-01-23,PL,quantile,0.01,1368.43097235967,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.025,1451.20676257819,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.05,1527.6042460747,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.1,1622.25648388264,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.15,1690.44777942522,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.2,1747.32615175121,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.25,1798.12780252082,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.3,1845.40653011141,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.35,1890.68013158175,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.4,1934.99570668167,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.45,1979.17758724183,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.5,2023.96142857143,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.55,2070.08657599945,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.6,2118.38137732658,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.65,2169.86836761812,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.7,2225.92613878768,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.75,2288.58151034254,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.8,2361.11533023669,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.85,2449.53620147493,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.9,2567.09716089748,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.95,2755.39966671716,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.975,2933.70866958542,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
1 wk ahead inc death,2021-01-23,PL,quantile,0.99,3160.58807292264,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,1
2 wk ahead inc death,2021-01-30,PL,quantile,0.01,1246.8559776515,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.025,1346.5253453709,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.05,1439.22682065454,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.1,1554.94697067445,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.15,1638.86949828703,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.2,1709.20265677369,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.25,1772.26692527789,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.3,1831.15853256763,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.35,1887.7283001703,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.4,1943.26305099823,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.45,1998.78586532093,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.5,2055.22,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.55,2113.50368904922,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.6,2174.69842831735,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.65,2240.12484899155,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.7,2311.57403360042,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.75,2391.69105953622,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.8,2484.7728129215,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.85,2598.7136189804,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.9,2750.98377837828,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.95,2996.6658756488,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.975,3231.25253052422,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
2 wk ahead inc death,2021-01-30,PL,quantile,0.99,3532.35144490257,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,2
3 wk ahead inc death,2021-02-06,PL,quantile,0.01,1095.98460378263,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.025,1207.19188289501,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.05,1311.82508210558,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.1,1443.88478589598,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.15,1540.56410887299,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.2,1622.1269969447,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.25,1695.65192544561,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.3,1764.62882223828,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.35,1831.16103427299,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.4,1896.72682909219,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.45,1962.51722491714,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.5,2029.62285714286,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.55,2099.16781136759,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.6,2172.43932073009,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.65,2251.05405329531,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.7,2337.21997683845,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.75,2434.21468523277,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.8,2547.38392616859,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.85,2686.58319678131,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.9,2873.70096661542,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.95,3178.07304845289,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.975,3471.33885325736,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
3 wk ahead inc death,2021-02-06,PL,quantile,0.99,3851.24643387147,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,3
4 wk ahead inc death,2021-02-13,PL,quantile,0.01,932.013261107135,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.025,1052.58919713561,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.05,1168.17820102119,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.1,1316.75928251634,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.15,1427.29418908671,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.2,1521.63070209129,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.25,1607.48200846991,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.3,1688.69628112095,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
4 wk ahead inc death,2021-02-13,PL,quantile,0.35,1767.62998841305,Poland,2021-01-18,,EpiExpert-ensemble,2021-01-18,4
