location,location_name,inc,type,forecast_date,forecast_time,forecast_week,expert,median,shape_log_normal,horizon,target_end_date,zero_baseline,quantile,value,target,forecaster_id,board_name,submission_date
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.01,18848.4124274501,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.025,19695.5900574295,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.05,20454.6041435569,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.1,21366.0720566921,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.15,22003.8717637947,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.2,22524.3261150936,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.25,22980.6294637405,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.3,23398.2766531835,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.35,23792.0615782953,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.4,24171.8511734799,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.45,24545.0712970462,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.5,24918,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.55,25296.5948432475,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.6,25687.1813227622,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.65,26097.2224687932,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.7,26536.4297210121,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.75,27018.699595661,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.8,27566.0510697334,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.85,28218.0668322947,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.9,29060.4057850458,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.95,30355.3527431907,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.975,31525.1648815561,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,24918,0.12,1,2020-10-17T00:00:00Z,TRUE,0.99,32942.123183581,1 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.01,19145.2850399912,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.025,20226.9132497133,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.05,21205.9247158732,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.1,22393.6160298789,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.15,23232.3021884945,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.2,23921.2089542477,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.25,24528.4873700173,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.3,25086.9697406011,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.35,25615.8316570997,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.4,26127.9752491728,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.45,26633.2238245985,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.5,27140,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.55,27656.4190971014,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.6,28191.2238883999,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.65,28754.8579277086,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.7,29361.0431078853,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.75,30029.5566085485,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.8,30791.9052673635,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.85,31704.9767183548,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.9,32892.3921450298,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.95,34734.61355112,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.975,36415.8184151228,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,27140,0.15,2,2020-10-24T00:00:00Z,TRUE,0.99,38473.159237975,2 wk ahead inc case,13744,sophiemeakin,2020-10-12
GM,Germany,incident,quantile,2020-10-11T00:00:00Z,2020-10-11T17:29:58.907267Z,42,TRUE,29101.4618464851,0.18,3,2020-10-31T00:00:00Z,TRUE,0.01,19145.080522766,3 wk ahead inc case,13744,sophiemeakin,2020-10-12
