region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Germany,141142 (51616 -- 504195),141142,201779,242250,51616,89728,116956,167419,228081,504195,New confirmed cases by infection date,Likely increasing
Poland,106218 (38103 -- 261825),106218,125410,83309,38103,74605,92536,121667,155192,261825,New confirmed cases by infection date,Likely increasing
Germany,1.1 (0.9 -- 1.6),1.1,1.2,0.2,0.9,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing
Poland,1 (0.8 -- 1.2),1,1,0.1,0.8,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
